Week,Workout,Gym Exercise,Travel Exercise,# Sets
24,Bonus Core,Dead Bugs,Dead Bugs,3
24,Bonus Core,Side Plank,Side Plank,3
24,Bonus Core,Plank Hold,Plank Hold,3
24,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
25,Upper Body A,Dead Bugs,Dead Bugs,3
25,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
25,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
25,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
25,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
25,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
25,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
25,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
25,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
25,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
25,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
25,Lower Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
25,Upper Body B,Side Plank,Side Plank,3
25,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
25,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
25,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
25,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
25,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
25,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
25,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
25,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
25,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
25,Extra Upper,Plank Hold,Plank Hold,3
25,Bonus Core,Dead Bugs,Dead Bugs,3
25,Bonus Core,Side Plank,Side Plank,3
25,Bonus Core,Plank Hold,Plank Hold,3
25,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
26,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
26,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
26,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
26,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
26,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
26,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
26,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
26,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
26,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
26,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
26,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
26,Lower Body B,Dead Bugs,Dead Bugs,3
26,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
26,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
26,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
26,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
26,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
26,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
26,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
26,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
26,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
26,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
26,Extra Upper,Side Plank,Side Plank,3
26,Bonus Core,Dead Bugs,Dead Bugs,3
26,Bonus Core,Side Plank,Side Plank,3
26,Bonus Core,Plank Hold,Plank Hold,3
26,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
27,Upper Body A,Plank Hold,Plank Hold,3
27,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
27,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
27,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
27,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
27,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
27,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
27,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
27,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
27,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
27,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
27,Lower Body A,Pallof Press,Side Plank or Towel ISO Press,3
27,Upper Body B,Dead Bugs,Dead Bugs,3
27,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
27,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
27,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
27,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
27,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
27,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
27,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
27,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
27,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
27,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
27,Bonus Core,Dead Bugs,Dead Bugs,3
27,Bonus Core,Side Plank,Side Plank,3
27,Bonus Core,Plank Hold,Plank Hold,3
27,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
28,Upper Body A,Side Plank,Side Plank,3
28,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
28,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
28,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
28,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
28,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
28,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
28,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
28,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
28,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
28,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
28,Lower Body B,Plank Hold,Plank Hold,3
28,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
28,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
28,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
28,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
28,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
28,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
28,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
28,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
28,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
28,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
28,Extra Upper,Dead Bugs,Dead Bugs,3
28,Bonus Core,Dead Bugs,Dead Bugs,3
28,Bonus Core,Side Plank,Side Plank,3
28,Bonus Core,Plank Hold,Plank Hold,3
28,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
29,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
29,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
29,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
29,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
29,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
29,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
29,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
29,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
29,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
29,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
29,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
29,Lower Body A,Side Plank,Side Plank,3
29,Upper Body B,Plank Hold,Plank Hold,3
29,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
29,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
29,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
29,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
29,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
29,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
29,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
29,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
29,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
29,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
29,Bonus Core,Dead Bugs,Dead Bugs,3
29,Bonus Core,Side Plank,Side Plank,3
29,Bonus Core,Plank Hold,Plank Hold,3
29,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
30,Upper Body A,Dead Bugs,Dead Bugs,3
30,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
30,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
30,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
30,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
30,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
30,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
30,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
30,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
30,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
30,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
30,Lower Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
30,Upper Body B,Side Plank,Side Plank,3
30,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
30,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
30,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
30,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
30,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
30,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
30,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
30,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
30,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
30,Extra Upper,Plank Hold,Plank Hold,3
30,Bonus Core,Dead Bugs,Dead Bugs,3
30,Bonus Core,Side Plank,Side Plank,3
30,Bonus Core,Plank Hold,Plank Hold,3
30,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
31,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
31,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
31,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
31,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
31,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
31,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
31,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
31,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
31,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
31,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
31,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
31,Lower Body A,Dead Bugs,Dead Bugs,3
31,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
31,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
31,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
31,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
31,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
31,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
31,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
31,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
31,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
31,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
31,Extra Upper,Side Plank,Side Plank,3
31,Bonus Core,Dead Bugs,Dead Bugs,3
31,Bonus Core,Side Plank,Side Plank,3
31,Bonus Core,Plank Hold,Plank Hold,3
31,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
32,Upper Body A,Plank Hold,Plank Hold,3
32,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
32,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
32,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
32,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
32,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
32,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
32,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
32,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
32,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
32,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
32,Lower Body B,Pallof Press,Side Plank or Towel ISO Press,3
32,Upper Body B,Dead Bugs,Dead Bugs,3
32,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
32,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
32,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
32,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
32,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
32,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
32,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
32,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
32,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
32,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
32,Bonus Core,Dead Bugs,Dead Bugs,3
32,Bonus Core,Side Plank,Side Plank,3
32,Bonus Core,Plank Hold,Plank Hold,3
32,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
33,Upper Body A,Side Plank,Side Plank,3
33,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
33,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
33,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
33,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
33,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
33,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
33,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
33,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
33,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
33,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
33,Lower Body A,Plank Hold,Plank Hold,3
33,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
33,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
33,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
33,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
33,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
33,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
33,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
33,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
33,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
33,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
33,Extra Upper,Dead Bugs,Dead Bugs,3
33,Bonus Core,Dead Bugs,Dead Bugs,3
33,Bonus Core,Side Plank,Side Plank,3
33,Bonus Core,Plank Hold,Plank Hold,3
33,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
34,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
34,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
34,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
34,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
34,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
34,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
34,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
34,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
34,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
34,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
34,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
34,Lower Body B,Side Plank,Side Plank,3
34,Upper Body B,Plank Hold,Plank Hold,3
34,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
34,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
34,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
34,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
34,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
34,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
34,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
34,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
34,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
34,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
34,Bonus Core,Dead Bugs,Dead Bugs,3
34,Bonus Core,Side Plank,Side Plank,3
34,Bonus Core,Plank Hold,Plank Hold,3
34,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
35,Upper Body A,Dead Bugs,Dead Bugs,3
35,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
35,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
35,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
35,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
35,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
35,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
35,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
35,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
35,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
35,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
35,Lower Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
35,Upper Body B,Side Plank,Side Plank,3
35,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
35,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
35,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
35,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
35,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
35,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
35,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
35,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
35,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
35,Extra Upper,Plank Hold,Plank Hold,3
35,Bonus Core,Dead Bugs,Dead Bugs,3
35,Bonus Core,Side Plank,Side Plank,3
35,Bonus Core,Plank Hold,Plank Hold,3
35,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
36,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
36,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
36,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
36,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
36,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
36,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
36,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
36,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
36,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
36,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
36,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
36,Lower Body B,Dead Bugs,Dead Bugs,3
36,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
36,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
36,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
36,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
36,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
36,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
36,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
36,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
36,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
36,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
36,Extra Upper,Side Plank,Side Plank,3
36,Bonus Core,Dead Bugs,Dead Bugs,3
36,Bonus Core,Side Plank,Side Plank,3
36,Bonus Core,Plank Hold,Plank Hold,3
36,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
37,Upper Body A,Plank Hold,Plank Hold,3
37,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
37,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
37,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
